"filename", "language", "Java", "comment", "blank", "total"
"c:\Users\HP\Desktop\za\Advanced programming\proj3\src\test\java\com\example\CounterTest.java", "Java", 52, 16, 20, 88
"Total", "-", 52, 16, 20, 88
